,State code,Institute,population,SUSTAINIBILITY SCORE,CA,roi,SDG Index Score
623,GUJ,IIIT Surat,0.002860668615657846,0.8771331058020476,0.79,0.8570670909573057,0.9400921658986174
624,RAJ, Poornima College,0.031673202148881585,0.8703071672354948,0.55,0.7647838769557146,0.8456221198156683
625,MAH,VIT Pune,0.00022418774722620725,0.844141069397042,0.77,0.8687350835322196,0.8744239631336407
626,DEL,Guru Gobind Singh Indraprastha university(GGSIPU),0.00030030182799480645,0.8077360637087599,0.46,0.6756828427472819,0.7453917050691244
627,UP,IMT Ghaziabad,0.0018366809551983107,0.8623435722411831,0.45,0.7486077963404932,0.7626728110599079
628,MP,Rabindranath tagore university Bhopal,0.0111089199726191,0.8395904436860068,0.55,0.7053831874834261,0.804147465437788
629,PJB,Sant Lonogowal Institute of Technology,0.016841978013567675,0.7474402730375427,0.37,0.6613630336780695,0.6555299539170507
630,MP,Sage University Indore,0.0006413933077982245,0.9215017064846416,0.44,0.5627154600901617,0.8006912442396313
631,MAH,Savitri Bai Phule Pune University,0.005368531253570094,0.8054607508532422,0.4,0.6430654998674091,0.6785714285714286
632,MAH,K.J Somaiya College,0.0524807740536292,0.8759954493742889,0.39,0.5661628215327499,0.7350230414746544
633,GUJ,IHM Gandhinagar,0.007340733325018453,0.8930602957906711,0.36,0.744895253248475,0.804147465437788
634,UP,Sharda University,0.013077443730986356,0.8612059158134243,0.39,0.7703526915937416,0.8317972350230415
635,GUJ,IIM Ahemdabad,0.012553955610689997,0.6313993174061433,0.19,0.6642800318217978,0.586405529953917
636,PJB,Lovely Professional University,0.009146050787821516,0.6075085324232081,0.27,0.5871121718377088,0.6163594470046083
637,RAJ,Mahatma Gandhi,0.11671507824603664,0.7610921501706485,0.22,0.7722089631397506,0.7361751152073733
638,DEL,Lady shri Ram College,0.005059749318468197,0.8555176336746302,0.67,0.8398302837443649,0.8513824884792628
639,MP,Sage University Indore,0.00062704332833864,0.924914675767918,0.45,0.5653672765844603,0.7707373271889402
640,DEL,Hindu College,0.0031661004455951244,0.5051194539249146,0.12,0.316892071068682,0.44930875576036866
641,TMU,NIT Trichy,0.00030768019442498377,0.6848691695108077,0.59,0.9859453725802174,0.8225806451612904
642,RAJ,MNIT Jaipur,0.008006960330531629,0.7690557451649601,0.87,0.9276054097056483,0.9009216589861752
643,GUJ,SVNIT Surat,0.9548226129975078,0.8737201365187712,0.29,0.8552108194112967,0.7626728110599079
644,GUJ,Parul University,0.0005994717594571249,0.770193401592719,0.59,0.797931583134447,0.8341013824884793
645,DEL,AIIMS Delhi,0.007238922247506715,0.621160409556314,0.39,0.33943251127022006,0.587557603686636
646,DEL,Hindu College,0.0033778857205926764,0.4926052332195676,0.14,0.31370989127552373,0.4412442396313364
647,DEL,Delhi Technological University(DTU),0.002426666243530922,0.8248009101251421,0.68,0.6459824980111376,0.816820276497696
648,PJB,Guru nanak dev University Amritsar,0.056971984507469875,0.8100113765642776,0.85,0.8766905330151153,0.9124423963133641
649,PJB,IIM Amritsar,0.007775230112917002,0.8361774744027303,0.66,0.7151949085123309,0.8237327188940092
650,UP,IIIT Allahabad,0.036088992807930834,0.70193401592719,0.36,0.7777777777777778,0.6935483870967742
651,MP,Amity University Gwalior,0.05599746296963676,0.8885096700796359,0.56,0.5590029169981438,0.7557603686635944
652,RAJ, Poornima College,0.028968884631387016,0.8691695108077361,0.52,0.6698488464598249,0.8099078341013825
653,UP,IIT Kanpur,0.04215012762245612,0.8464163822525598,0.79,0.7682312383983028,0.881336405529954
654,PJB,IIM Amritsar,0.007771901046721388,0.8407281001137656,0.71,0.7382657120127286,0.8421658986175115
655,RAJ,LNMIIT,0.00047512794614065453,0.9283276450511944,0.44,0.6067356138955184,0.7142857142857143
656,TMU,Coimbatore Institute of Technology,0.017141834516718534,0.8248009101251421,0.5,0.7539114293290904,0.7269585253456221
657,RAJ,"AIIMS,Jodhpur",0.0002455927942922534,0.8577929465301479,0.23,0.6290108724476265,0.6612903225806451
658,DEL,Jawaharlal Nehru University,0.007140687794725887,0.4175199089874858,0.11,0.4653937947494033,0.445852534562212
659,DEL,National Law University ,0.012618759141721319,0.6882821387940842,0.27,0.5770352691593741,0.5748847926267281
660,RAJ,LNMIIT,0.0004174608333959488,0.863481228668942,0.45,0.6318394767435692,0.6728110599078341
661,UP,Invertis University Bareilly,0.0021170701003285176,0.7622298065984072,0.35,0.8255988685229382,0.7085253456221199
662,MAH,ICT Mumbai,0.008076189058043743,0.5301478953356086,0.16,0.46565897639883314,0.6059907834101382
663,RAJ,"AIIMS,Jodhpur",0.00025260858915657176,0.8623435722411831,0.27,0.6157517899761336,0.6624423963133641
664,UP,IIT Kanpur,0.0404250605017281,0.7872582480091013,0.79,0.7974012198355873,0.8421658986175115
665,DEL,Guru Gobind Singh Indraprastha university(GGSIPU),0.0002593459683310526,0.8225255972696245,0.42,0.7188190577565633,0.7211981566820277
666,PJB,NIT Jalandhar,0.0013376204805151005,0.6803185437997724,0.18,0.5706709095730574,0.5829493087557605
667,DEL,Jawaharlal Nehru University,0.007398100983104315,0.4175199089874858,0.11,0.46512861309997344,0.445852534562212
668,MP,Amity University Gwalior,0.05491340274097624,0.8805460750853242,0.53,0.5531689207106868,0.7523041474654378
669,GUJ,SVNIT Surat,0.8896594418300089,0.831626848691695,0.19,0.8634314505436224,0.7188940092165899
670,DEL,Hindu College,0.0036093213926412277,0.4982935153583617,0.14,0.32856006364359586,0.4435483870967742
671,GUJ,MICA Ahemdabad,0.007863902354284897,0.8532423208191126,1.0,0.9419252187748607,0.8594470046082949
672,JHK,NIFFT Ranchi,0.019094812580887736,0.720136518771331,0.25,0.5582073720498542,0.6808755760368664
673,TMU,Coimbatore Institute of Technology,0.01920353285582083,0.8725824800910125,0.41,0.7568284274728188,0.7338709677419355
674,JHK,IIIT Ranchi,0.032105518598292214,0.6575654152445961,0.12,0.5287722089631397,0.5944700460829494
675,RAJ,JECRC University,0.006958587803695922,0.8885096700796359,0.5,0.6650755767700876,0.8248847926267281
676,PJB,NIT Jalandhar,0.0016025810483747149,0.6985210466439135,0.17,0.6048793423495094,0.6394009216589862
677,UP,Amity University Lucknow,0.004945250340048298,0.8430034129692832,0.23,0.6218509679130204,0.7096774193548387
678,MP,IIIT Bhopal,0.0007186364799034443,0.7064846416382252,0.36,0.48050914876690526,0.554147465437788
679,TMU,SRM Chennai,0.002007304188635856,0.7588168373151308,0.68,0.8493768231238398,0.8732718894009217
680,DEL,Lady shri Ram College,0.004792411347110977,0.8111490329920363,0.73,0.894192521877486,0.8594470046082949
681,MP,NIT Bhopal,0.004376725501400113,0.9135381114903298,0.53,0.7133386369663219,0.7868663594470046
682,BIH,BIT Mesra Patna Campus,0.0047055091843353995,0.8156996587030717,0.44,0.6534075841951736,0.7419354838709679
683,RAJ, Poornima College,0.026710105854023978,0.8407281001137656,0.4,0.5844603553434102,0.7684331797235023
684,UP,IMT Ghaziabad,0.0018978594718700099,0.8566552901023889,0.51,0.7512596128347918,0.771889400921659
685,TMU,IITDM Kancheepuram,0.0003632630466402258,0.8077360637087599,0.58,0.7623088482630601,0.8248847926267281
686,PJB,Chitkara University Patiala,0.002644340325953072,0.9613196814562002,0.57,0.6075311588438079,0.8467741935483871
687,MP,NIT Bhopal,0.004390226909109815,0.9306029579067121,0.54,0.6953062848050914,0.8018433179723502
688,MAH,IIT Bombay,0.0005312781492200743,0.8521046643913538,0.21,0.8736851410236012,0.7315668202764977
689,GUJ,Silver Oak University,0.00377804691107449,0.7508532423208191,0.85,0.9411296738265711,0.9470046082949309
690,TMU,NIT Trichy,0.000323249031488945,0.7155858930602957,0.61,0.9581012993900822,0.847926267281106
691,UP,IIIT Allahabad,0.026283683822429682,0.6325369738339022,0.42,0.6926544683107928,0.6105990783410138
692,GUJ,IIT Gandhinagar,0.0004648987994102519,0.6291240045506257,0.25,0.4868735083532219,0.5633640552995391
693,GUJ,"Karnavati University,Gandhinagar",0.04028172200589463,0.5984072810011376,0.08,0.464067886502254,0.5138248847926268
694,RAJ,LNMIIT,0.0004809017405346902,0.9294653014789533,0.41,0.6060284627950145,0.7211981566820277
695,DEL,Amity University,0.00034777766415331916,0.8122866894197952,0.55,0.6590647926809864,0.7131336405529954
696,GUJ,St.Xavier College,0.0007473350362246794,0.7064846416382252,0.23,0.3675417661097852,0.5944700460829494
697,PJB,IIM Amritsar,0.00751976092527467,0.8555176336746302,0.65,0.616812516573853,0.8778801843317973
698,RAJ,"AIIMS,Jodhpur",0.00025998835818468277,0.8612059158134243,0.27,0.48740387165208165,0.6612903225806451
699,RAJ,"Mohari Devi Madhav PG College, Sikar",0.00019631602238688245,0.8555176336746302,0.46,0.6891187130204189,0.8018433179723502
700,RAJ,IIM Udaipur,0.014054122464441487,0.7337883959044368,0.77,0.9480243967117475,0.8237327188940092
701,RAJ, Poornima College,0.031265730617969376,0.8896473265073948,0.51,0.6870856536727659,0.8410138248847927
702,MP,ITM University Gwalior,0.0009292148193790555,0.8395904436860068,0.75,0.9305224078493767,0.9297235023041476
703,DEL,Amity University,0.00039387264264611387,0.8953356086461888,0.53,0.639618138424821,0.7788018433179723
704,GUJ,Parul University,0.0005069641140395546,0.7098976109215016,0.59,0.8581278175550252,0.7741935483870969
705,DEL,Jawaharlal Nehru University,0.011859118412525408,0.4926052332195676,0.3,0.49588968443383713,0.5034562211981567
706,JHK,NIFFT Ranchi,0.019001944467801207,0.7189988623435722,0.26,0.5576770087509945,0.6682027649769585
707,DEL,Indira Gandhi Delhi Technical University,0.011304386721957133,0.8395904436860068,0.38,0.5250596658711217,0.717741935483871
708,KER,NIT Calicut,0.0014826876783018434,0.9044368600682593,0.68,0.7191726332537788,0.8801843317972351
709,MP,Amity University Gwalior,0.059374206975511414,0.9442548350398179,0.53,0.573587907716786,0.7707373271889402
710,RAJ,Rajasthan university,0.00024442653411039,0.8577929465301479,0.47,0.6081499159904534,0.7580645161290323
711,DEL,Indira Gandhi Delhi Technical University,0.010741088664508845,0.7724687144482366,0.29,0.526385574118271,0.6682027649769585
712,RAJ,IIT Jodhpur,0.005845253252262387,0.8054607508532422,0.86,0.8989657915672234,0.9193548387096774
713,UP,AIMT Lucknow,0.004184026779084218,0.9613196814562002,0.64,0.5977194378149032,0.8398617511520738
714,RAJ,MBM Jodhpur,0.022635081973356494,0.8509670079635949,0.52,0.5285070273137099,0.7741935483870969
715,JHK,IIIT Ranchi,0.034247565461324916,0.6848691695108077,0.12,0.5285070273137099,0.6163594470046083
716,UP,Dr. APJ Abdul Kalam Technical University,0.03590718034947728,0.8839590443686006,0.62,0.9191195969238929,0.8859447004608296
717,RAJ,LNMIIT,0.0005400030096665942,0.968145620022753,0.45,0.5883496862370724,0.8225806451612904
718,TMU,SRM Chennai,0.002245174278705211,0.813424345847554,0.72,0.7446300715990454,0.837557603686636
719,PJB,Chitkara University Patiala,0.0027300453713922446,0.9635949943117178,0.49,0.5751789976133651,0.7972350230414748
720,RAJ,BITS Pilani,0.0175087983180068,0.5722411831626848,0.13,0.18933969769291967,0.43317972350230416
721,DEL,Hindu College,0.0033579905702022478,0.4891922639362912,0.16,0.315035799522673,0.44009216589861755
722,DEL,IIT Delhi,0.0012234910866507289,0.6473265073947667,0.66,0.5295677539114293,0.631336405529954
723,PJB,Chitkara University Patiala,0.0028072934525902324,0.9761092150170647,0.43,0.630071599045346,0.7972350230414748
724,MAH,VIT Pune,0.0002606531896052519,0.8327645051194539,0.91,0.9053301511535401,0.902073732718894
725,MAH,JBIMS Mumbai,0.003180273697715064,0.795221843003413,0.84,0.8679395385839299,0.903225806451613
726,UP,Sharda University,0.011161086096267873,0.8088737201365187,0.36,0.6968973747016707,0.7707373271889402
727,MAH,ICT Mumbai,0.007566043150591612,0.5142207053469852,0.16,0.4844868735083532,0.5956221198156683
728,MAH,VIT Pune,0.0002445310276564499,0.8612059158134243,0.84,0.9159374171307344,0.8928571428571429
729,PJB,Sant Lonogowal Institute of Technology,0.014357375358488779,0.7224118316268486,0.37,0.6242376027578891,0.6324884792626728
730,RAJ,JECRC University,0.006106785169473096,0.831626848691695,0.54,0.6070007955449482,0.7741935483870969
731,JHK,NSU Jamshedpur,0.00044404076553834494,0.8646188850967007,0.65,0.49933704587642536,0.751152073732719
732,RAJ,"Mohari Devi Madhav PG College, Sikar",0.00019481874909266816,0.8577929465301479,0.55,0.6696720586581808,0.8087557603686637
733,DEL,Delhi Technological University(DTU),0.00278837941945442,0.8498293515358362,0.66,0.6083267037920975,0.7937788018433181
734,JHK,NSU Jamshedpur,0.0004424509207805071,0.8498293515358362,0.71,0.6634844868735083,0.815668202764977
735,DEL,St.stephen College,0.010195721419044854,0.552901023890785,0.25,0.6186687881198621,0.5230414746543779
736,BIH,IIT Patna,0.011979906640079974,0.8077360637087599,0.76,0.922566958366481,0.9066820276497697
737,DEL,Lady shri Ram College,0.005014310054509402,0.8259385665529009,0.72,0.8499071864226995,0.8502304147465438
738,RAJ,IIM Udaipur,0.01765180790462482,0.7667804323094426,0.84,0.9480243967117475,0.8663594470046083
739,RAJ,Rajasthan university,0.00018797336987729315,0.7815699658703071,0.34,0.5756209670644391,0.7142857142857143
740,RAJ,Jaipur National University,0.008990250910646176,0.5517633674630261,0.33,0.7462211614956245,0.6347926267281107
741,DEL,AIIMS Delhi,0.005274018594406313,0.5563139931740614,0.3,0.32246088570670906,0.5587557603686636
742,JHK,BIT Deoghar,0.001419726459656424,0.7576791808873719,0.6,0.5184301246353752,0.6451612903225806
743,RAJ,"Mohari Devi Madhav PG College, Sikar",0.00018864942208133182,0.8703071672354948,0.58,0.679572173640944,0.7937788018433181
744,TMU,VIT Vellore,0.00307109968235042,0.45278725824800903,0.29,0.5473349244232298,0.5576036866359447
745,GUJ,IIT Gandhinagar,0.0004369723732515132,0.6473265073947667,0.32,0.501723680721294,0.5437788018433181
746,PJB,IIM Amritsar,0.00778886126093557,0.837315130830489,0.67,0.7210289047997878,0.8271889400921659
747,GUJ,NIFT Gandhinagar,0.007375148169218442,0.8395904436860068,0.7,0.8424821002386634,0.9066820276497697
748,RAJ,BITS Pilani,0.013616457207810732,0.5381114903299203,0.12,0.18933969769291967,0.4182027649769585
749,MP,ITM University Gwalior,0.0009227670766778816,0.8430034129692832,0.68,0.9000265181649428,0.8928571428571429
750,BIH,Bhagalpur College of Engineering,0.01332779554006762,0.5472127417519909,0.31,0.564041368337311,0.5126728110599078
751,TMU,SRM Chennai,0.0019668862252796727,0.7497155858930603,0.73,0.8713869000265182,0.8790322580645161
752,TMU,VIT Vellore,0.003678911289121267,0.4584755403868031,0.43,0.626359055953328,0.5748847926267281
753,KER,"Indian Institute of Space Science and Technology,Thiruvanthapuram",0.0016089993365192813,0.7133105802047781,0.62,0.4935030495889684,0.6324884792626728
754,TMU,NIT Trichy,0.00041419137761251694,0.7394766780432309,0.57,0.9594272076372314,0.8836405529953918
755,RAJ,"Government College, Khandar",0.006805908005624075,0.8668941979522184,0.59,0.7199681782020684,0.8940092165898618
756,UP,IIIT Allahabad,0.035375405680588674,0.7246871444823663,0.39,0.7838769557146645,0.6970046082949309
757,BIH,IIT Patna,0.0028435541156709584,0.794084186575654,0.78,0.9525324847520551,0.8582949308755761
758,MP,IITM Gwalior,0.0616931985808688,0.6313993174061433,0.24,0.6592415804826306,0.5518433179723502
759,GUJ,"Karnavati University,Gandhinagar",0.048965642722627004,0.6359499431171786,0.11,0.4494828957836117,0.5345622119815668
760,MAH,JBIMS Mumbai,0.00266211054047396,0.7622298065984072,0.7,0.9899230973216653,0.8582949308755761
761,JHK,Ranchi University,0.002695894916902756,0.8543799772468713,0.78,0.6796605674887297,0.8352534562211982
762,MP,IITM Gwalior,0.0653120962109023,0.6450511945392491,0.27,0.6595067621320604,0.5679723502304147
763,RAJ,IIM Udaipur,0.013579723167927386,0.7417519908987485,0.77,0.933969769291965,0.8225806451612904
764,DEL,Guru Gobind Singh Indraprastha university(GGSIPU),0.00029049135674761033,0.8122866894197952,0.41,0.7099796693715195,0.7327188940092166
765,MP,Sage University Indore,0.0006471257255532163,0.9146757679180887,0.48,0.5494563776186687,0.837557603686636
766,RAJ,"AIIMS,Jodhpur",0.00028085480764419185,0.8498293515358362,0.36,0.5775656324582339,0.6900921658986175
767,UP,IIIT Allahabad,0.027066644144871126,0.6302616609783844,0.43,0.6921241050119331,0.6129032258064516
768,UP,IIM Lucknow,0.005878793576650721,0.8532423208191126,0.71,0.8862370723945903,0.8421658986175115
769,KER,NIT Calicut,0.0014321808280086262,0.9237770193401592,0.73,0.7984619464333068,0.8974654377880186
770,MAH,NMIMS Mumbai,0.006912648513573767,0.9010238907849829,0.7,0.8217979315831343,0.8986175115207373
771,GUJ,IIT Gandhinagar,0.0005815486617614647,0.6712172923777019,0.22,0.46106249451073983,0.5956221198156683
772,UP,Sharda University,0.011289086482397473,0.8088737201365187,0.37,0.7035269159374171,0.7788018433179723
773,MP,IIIT Bhopal,0.0007817113089814926,0.8521046643913538,0.47,0.4769733934765314,0.6267281105990783
774,RAJ,BIT JAIPUR,0.0008691703031367449,0.7713310580204777,0.31,0.8234774153274993,0.6705069124423964
775,KER,"Indian Institute of Space Science and Technology,Thiruvanthapuram",0.0015706319713421526,0.7417519908987485,0.58,0.48740387165208165,0.6232718894009217
776,UP,Dr. APJ Abdul Kalam Technical University,0.03634764168508885,0.8919226393629124,0.75,0.939538583929992,0.8997695852534562
777,BIH,BIT Mesra Patna Campus,0.0043855499462999254,0.8020477815699658,0.35,0.6335189604879342,0.7292626728110599
778,UP,AIMT Lucknow,0.004613192993535778,0.9908987485779294,0.62,0.6608326703792097,0.8571428571428572
779,KER,NIT Calicut,0.0016427184921441605,0.926052332195677,0.67,0.7780429594272076,0.8536866359447004
780,MP,Amity University Gwalior,0.06779835884063572,0.9476678043230944,0.47,0.5449482895783612,0.7649769585253458
781,RAJ,MNIT Jaipur,0.007496712033430338,0.7724687144482366,0.79,0.9103686024927075,0.8652073732718893
782,PJB,Chandigarh University,0.04151239299136792,0.8293515358361775,0.83,0.8777512596128347,0.8709677419354839
783,JHK,NSU Jamshedpur,0.00044255611562553387,0.8577929465301479,0.65,0.5635110050384513,0.7661290322580645
784,RAJ,"Government College, Khandar",0.006775280175845049,0.8600682593856654,0.66,0.7650490586051445,0.903225806451613
785,KER,"Indian Institute of Space Science and Technology,Thiruvanthapuram",0.0013997450494930735,0.5551763367463025,0.69,0.4250861840360647,0.5449308755760368
786,JHK,Ranchi University,0.00242804710119664,0.8976109215017065,0.59,0.6679925749138159,0.8652073732718893
787,GUJ,Parul University,0.0006283687833859772,0.7815699658703071,0.82,0.8480509148766905,0.8410138248847927
788,GUJ,IIM Ahemdabad,0.018568695290764672,0.7281001137656428,0.29,0.7125430920180322,0.7131336405529954
789,MAH,JBIMS Mumbai,0.003289034647988236,0.795221843003413,0.7,0.94325112702201,0.9043778801843319
790,KER,"Indian Institute of Space Science and Technology,Thiruvanthapuram",0.0013956747102895047,0.5631399317406143,0.69,0.42455582073720494,0.5460829493087558
791,DEL,Amity University,0.0003851365614161245,0.8873720136518771,0.52,0.645628922513922,0.7649769585253458
792,MAH,ICT Mumbai,0.005809399342582432,0.5949943117178611,0.14,0.5099443118536198,0.5702764976958525
793,TMU,VIT Vellore,0.0021235353755038626,0.4698521046643913,0.17,0.5462741978255105,0.49654377880184336
794,DEL,Lady shri Ram College,0.005656324011893284,0.8225255972696245,0.66,0.6401485017236807,0.7983870967741935
795,TMU,IITDM Kancheepuram,0.0003493352491586821,0.8054607508532422,0.43,0.7718553876425351,0.8110599078341014
796,MP,Amity University Gwalior,0.06627923727840834,0.926052332195677,0.46,0.5444179262795015,0.7845622119815667
797,MP,Jaypee University ,0.003869668114597968,0.8964732650739475,0.88,0.9196499602227526,0.9919354838709677
798,PJB,IIM Amritsar,0.007759940392841846,0.8521046643913538,0.73,0.718907451604349,0.8456221198156683
799,PJB,Lovely Professional University,0.008258939153215973,0.5881683731513083,0.21,0.5539644656589764,0.5921658986175116
800,RAJ,"Government College, Khandar",0.006805579797707592,0.8600682593856654,0.66,0.7576239724211083,0.8997695852534562
801,MAH,K.J Somaiya College,0.048829637008790866,0.8327645051194539,0.46,0.5857862635905595,0.7200460829493088
802,GUJ,Silver Oak University,0.0037661023870711845,0.7485779294653014,0.85,0.9530628480509148,0.9447004608294931
803,TMU,VIT Vellore,0.0023597952831453414,0.4459613196814562,0.17,0.5460090161760806,0.5218894009216589
804,UP,IIT BHU Varanasi ,0.003740243390266705,0.8521046643913538,0.5,0.5547600106072659,0.7695852534562212
805,GUJ,"Karnavati University,Gandhinagar",0.002252945372556822,0.5460750853242321,0.42,0.3060196234420578,0.5218894009216589
806,JHK,NSU Jamshedpur,0.00044358071341609454,0.8646188850967007,0.65,0.49933704587642536,0.751152073732719
807,JHK,NIT Jamshedpur,0.02417206982806322,0.8987485779294653,0.45,0.6221161495624502,0.7799539170506913
808,JHK,IIIT Ranchi,0.0359628270198985,0.7485779294653014,0.26,0.5274463007159904,0.6751152073732719
809,RAJ,Jaipur National University,0.0049817655746539884,0.527872582480091,0.22,0.6467780429594272,0.5495391705069125
810,DEL,Lady shri Ram College,0.0052718417624132265,0.8623435722411831,0.61,0.7202333598514983,0.8594470046082949
811,GUJ,IHM Gandhinagar,0.007079050628529872,0.8850967007963594,0.35,0.69822328294882,0.7845622119815667
812,PJB,DAV University,0.011321356053057884,0.8464163822525598,0.29,0.7509944311853619,0.6716589861751152
813,UP,IIIT Allahabad,0.023328468885257646,0.6473265073947667,0.41,0.6913285600636435,0.6025345622119815
814,MAH,Savitri Bai Phule Pune University,0.005743571915059516,0.8282138794084186,0.41,0.6459824980111376,0.684331797235023
815,PJB,Guru nanak dev University Amritsar,0.056935052701277876,0.8065984072810012,0.8,0.8504375497215592,0.9055299539170506
816,JHK,NIFFT Ranchi,0.019184992615034348,0.7542662116040955,0.25,0.5582073720498542,0.7016129032258065
817,DEL,Indira Gandhi Delhi Technical University,0.008422693864572239,0.565415244596132,0.21,0.48050914876690526,0.5483870967741936
818,DEL,Hindu College,0.003406777134129794,0.4891922639362912,0.13,0.3118536197295147,0.4308755760368664
819,TMU,IITDM Kancheepuram,0.00020671698736416213,0.7155858930602957,0.41,0.7616016971625563,0.7200460829493088
820,RAJ,IIM Udaipur,0.01683049845077939,0.7576791808873719,0.83,0.9403341288782816,0.8640552995391705
821,UP,IIT BHU Varanasi ,0.003931426605515248,0.8543799772468713,0.57,0.5515778308141076,0.7707373271889402
822,KER,IIM Kozhikode,0.003699894855508239,0.7838452787258248,0.25,0.5428268363829223,0.7580645161290323
823,GUJ,DAIICT Gandhinagar,0.0032213123106569056,0.9590443686006825,0.63,0.7409175285070272,0.8076036866359446
824,GUJ,IHM Gandhinagar,0.006384791300713963,0.8452787258248008,0.29,0.7061787324317157,0.7488479262672811
825,GUJ,"Karnavati University,Gandhinagar",0.00231124996606239,0.5483503981797497,0.39,0.3065499867409175,0.5207373271889402
826,MAH,VIT Pune,0.00021052293685723048,0.837315130830489,0.77,0.9146115088835851,0.8652073732718893
827,UP,Dr. APJ Abdul Kalam Technical University,0.03310304765133062,0.8486916951080773,0.53,0.9215062317687616,0.8387096774193549
828,JHK,BIT Mesra,0.0744579716739821,0.844141069397042,0.43,0.6446565897639883,0.738479262672811
829,MP,Jaypee University ,0.0036724102476986126,0.8725824800910125,0.83,0.9016176080615221,0.9642857142857143
830,MAH,IHM Mumbai,0.01872598051915179,0.7679180887372014,0.5,0.3952974454521347,0.6578341013824885
831,BIH,Bhagalpur College of Engineering,0.011456224259969798,0.5551763367463025,0.26,0.5613895518430124,0.48847926267281105
832,UP,IIM Lucknow,0.004499324482887073,0.837315130830489,0.69,0.7801644126226465,0.7960829493087557
833,MP,IITM Gwalior,0.05667858416260779,0.6109215017064846,0.27,0.6581808538849111,0.5380184331797235
834,RAJ,BIT JAIPUR,0.00090044963965597,0.7986348122866894,0.31,0.890656766587112,0.684331797235023
835,DEL,Jawaharlal Nehru University,0.005887077320047096,0.4266211604095563,0.17,0.4664545213471228,0.445852534562212
836,KER,"Indian Institute of Space Science and Technology,Thiruvanthapuram",0.0014019913100838785,0.5540386803185438,0.63,0.42402545743834524,0.5357142857142857
837,MAH,VIT Pune,0.0002258975141073756,0.8612059158134243,0.76,0.8880933439405992,0.8824884792626728
838,RAJ, Poornima College,0.029879417547588286,0.8828213879408418,0.56,0.7181119066560594,0.8283410138248849
839,DEL,SRM University,0.012468411864013198,0.9237770193401592,0.66,0.8122513922036595,0.8755760368663594
840,RAJ,BITS Pilani,0.0224917799450693,0.6109215017064846,0.15,0.19331742243436756,0.4700460829493087
841,MAH,Jai Hind College,0.16150023925585683,0.6916951080773606,0.37,0.6144258817289843,0.6970046082949309
842,MAH,Jai Hind College,0.19137754028316317,0.8521046643913538,0.36,0.7462211614956245,0.8064516129032259
843,GUJ,SVNIT Surat,0.9746614855484451,0.8896473265073948,0.35,0.8981702466189339,0.7937788018433181
844,DEL,SRM University,0.012219894653029202,0.9465301478953356,0.63,0.75470697427738,0.8640552995391705
845,PJB,Thapar Institute of technology,0.0010376882370758214,0.7610921501706485,0.33,0.4767966056748873,0.663594470046083
846,MAH,K.J Somaiya College,0.045570286242172284,0.8259385665529009,0.35,0.5881728984354283,0.7050691244239632
847,DEL,NSIT DELHI,0.008319050994159102,0.8361774744027303,0.66,0.6953062848050914,0.7914746543778802
848,GUJ,"Karnavati University,Gandhinagar",0.0039520216522745885,0.720136518771331,0.33,0.3261734287987271,0.6002304147465438
849,DEL,NSIT DELHI,0.007959420676167133,0.8452787258248008,0.6,0.7395916202598779,0.7799539170506913
850,UP,Invertis University Bareilly,0.001909757008842537,0.78839590443686,0.36,0.8309025015115353,0.7027649769585254
851,TMU,IITDM Kancheepuram,0.000358286629171493,0.8065984072810012,0.58,0.7608945460620524,0.8214285714285714
852,MAH,IIT Bombay,0.0005628359014291369,0.8839590443686006,0.49,0.8185273579421903,0.7949308755760369
853,RAJ,MNIT Jaipur,0.007353573407802419,0.7713310580204777,0.76,0.8949880668257756,0.8652073732718893
854,MAH,IHM Mumbai,0.020906377916186422,0.8248009101251421,0.5,0.40166180503845134,0.6866359447004609
855,GUJ,IIT Gandhinagar,0.0004036305164707966,0.6222980659840728,0.2,0.5211703349774596,0.5311059907834101
856,RAJ,JECRC University,0.002026038689236156,0.8930602957906711,0.45,0.5523733757623972,0.8133640552995391
857,JHK,Ranchi University,0.0021377997964894917,0.9306029579067121,0.7,0.8302837443648899,0.9055299539170506
858,DEL,Jamia College,0.02394499974208328,0.8293515358361775,0.83,0.8894192521877485,0.8732718894009217
859,TMU,Coimbatore Institute of Technology,0.015882443935955004,0.8293515358361775,0.41,0.7602757889154069,0.7211981566820277
860,RAJ,BITS Pilani,0.024633993717256115,0.6348122866894197,0.2,0.17369398037655792,0.5253456221198157
861,KER,NIT Calicut,0.001464914658585088,0.9112627986348122,0.68,0.7533810660302307,0.8882488479262672
862,GUJ,DAIICT Gandhinagar,0.0035189527090725347,0.968145620022753,0.66,0.7722089631397506,0.8352534562211982
863,UP,IMS Ghaziabad,0.08947866154337475,0.8270762229806599,0.65,0.8947228851763457,0.8767281105990783
864,MAH,ICT Mumbai,0.00655264229933557,0.5346985210466438,0.14,0.4221691858923362,0.5483870967741936
865,GUJ,NIFT Gandhinagar,0.007390226097005612,0.8782707622298066,0.86,0.8891540705383187,0.9423963133640553
866,RAJ,JECRC University,0.0020484220483609514,0.9146757679180887,0.46,0.5709360912224875,0.7972350230414748
867,MP,IITM Gwalior,0.06900525789502986,0.6507394766780432,0.23,0.658446035534341,0.5817972350230415
868,PJB,NIT Jalandhar,0.0016475265978608505,0.6985210466439135,0.19,0.6144258817289843,0.6486175115207373
